gs_name	oddsRatio	pval	num_pp	num_pn	num_np	num_nn	pp_genes	gs_size	FDR
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	4.06109964622642	0.00520089733977526	6	64	424	18367	DGKZ, PLA2G15, PTDSS2, LCAT, LPCAT4, PHOSPHO1	70	0.175255936943673
CUB_dom	3.75280669524393	0.0269148061049918	4	46	426	18385	CDCP1, LRP10, ST14, SCUBE2	50	0.404537691759877
REACTOME_GLUCOSE_METABOLISM	3.72677484787018	0.0143338905800632	5	58	425	18373	PYGB, AGL, PHKA1, PFKL, ENO2	63	0.313466189627312
KEGG_VIBRIO_CHOLERAE_INFECTION	3.67275996403956	0.028696948411837	4	47	426	18384	TCIRG1, ATP6V1C2, ATP6AP1, SEC61A1	51	0.406676754636318
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	3.57174245584759	0.0050654876151194	7	85	423	18346	SLC6A6, SLC7A6, SLC16A10, SLC4A2, SLC15A1, SLC4A8, SLC9A1	92	0.175255936943673
REACTOME_METABOLISM_OF_CARBOHYDRATES	3.55438761575801	2.02033450074825e-05	17	211	413	18220	ST3GAL1, B3GALT6, AGL, SLC9A1, CHST12, HYAL1, PHKA1, ENO2, GLB1, PGD, GALE, PYGB, PFKL, HS6ST1, CHST2, CHPF2, CSGALNACT1	228	0.0100208591237113
Galactose-bd-like	3.46339622641509	0.0104578452765196	6	75	424	18356	EPHB4, EPHA7, PCSK7, GLB1, LAMB3, FURIN	81	0.259354562857686
AGC-kinase_C	3.45183098591549	0.0344556070516185	4	50	426	18381	MAST2, CDC42BPG, SGK1, RPS6KB2	54	0.474721697155633
REACTOME_CELL_CELL_COMMUNICATION	3.44047674909671	0.00350077649921231	8	101	422	18330	PVR, CLDN15, JUP, PLEC, WASL, LAMB3, F11R, COL17A1	109	0.175255936943673
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	3.25591283550359	0.0408374265874057	4	53	426	18378	NGEF, PSEN2, ABR, FGD1	57	0.494033258228128
BIOCARTA_HIVNEF_PATHWAY	3.25591283550359	0.0408374265874057	4	53	426	18378	PSEN2, ARHGDIB, CASP8, CFLAR	57	0.494033258228128
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.25591283550359	0.0408374265874057	4	53	426	18378	CASP10, OTUD5, RNF125, CASP8	57	0.494033258228128
Nucleotide-diphossugar_trans	3.2058001397624	0.0145357305673955	6	81	424	18350	PLOD3, EIF2B5, CERCAM, A4GALT, GALNT6, CSGALNACT1	87	0.313466189627312
AB_hydrolase	3.18657332927519	0.00537402287643786	8	109	422	18322	PLA2G15, NCEH1, DAGLB, CTSA, MGLL, LCAT, LIPH, ABHD12B	117	0.175255936943673
Ig_E-set	3.1605841213554	0.00927183684802554	7	96	423	18335	PLXNA3, PLXNA2, ARHGDIB, ARRB1, PLXND1, FLNB, NFKB2	103	0.242043740874772
KEGG_LYSOSOME	3.1574321413184	0.00565341732076364	8	110	422	18321	PLA2G15, CTSA, HYAL1, ATP6AP1, GLB1, TCIRG1, LAMP1, FUCA1	118	0.175255936943673
Rho_GTPase_activation_prot	3.0542730299667	0.0177997960919044	6	85	424	18346	PLXNA3, PLXNA2, ARHGAP31, ABR, PLXND1, ARHGAP1	91	0.32417972382688
DEATH-like_dom	3.0542730299667	0.0177997960919044	6	85	424	18346	CASP8, CASP10, CFLAR, ANKDD1B, NLRP12, NFKB2	91	0.32417972382688
REACTOME_SIGNALING_BY_RHO_GTPASES	2.94466248938465	0.0130219524471657	7	103	423	18328	FGD1, ARHGAP31, ABR, ARHGDIB, RHOC, NGEF, ARHGAP1	110	0.307566114942581
REACTOME_SEMAPHORIN_INTERACTIONS	2.87496087636933	0.0581547428075349	4	60	426	18371	PLXNA3, PLXND1, RHOC, PLXNA2	64	0.600932342344528
PID_HIF1_TFPATHWAY	2.87496087636933	0.0581547428075349	4	60	426	18371	BHLHE40, PFKL, GATA2, FURIN	64	0.600932342344528
C-type_lectin-like	2.84133126934985	0.0376379542867267	5	76	425	18355	PLA2R1, CHODL, CLEC4D, KLRB1, KLRG2	81	0.491274350689906
PE/DAG-bd	2.82767644116062	0.060903368378025	4	61	426	18370	TNS3, DGKZ, CDC42BPG, VAV2	65	0.604161414310008
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	2.78191731031349	0.063719681697667	4	62	426	18369	TCIRG1, ATP6V1C2, ATP6AP1, F11R	66	0.619705139647899
SAM/pointed	2.78166005161906	0.0170138491282447	7	109	423	18322	TNK2, KAZN, EPHB4, C19orf47, EPHA7, MAP3K6, ELF3	116	0.32417972382688
PID_MTOR_4PATHWAY	2.69468896713615	0.0695535241571776	4	64	426	18367	RPTOR, ULK1, SGK1, SREBF1	68	0.646016919652107
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	2.69072014051522	0.110220568242806	3	48	427	18383	B3GALT6, HS6ST1, GLB1	51	0.780991454977596
KEGG_MTOR_SIGNALING_PATHWAY	2.69072014051522	0.110220568242806	3	48	427	18383	RPTOR, ULK1, RPS6KB2	51	0.780991454977596
TRYPSIN_HIS	2.6325681492109	0.0487023924018545	5	82	425	18349	ST14, PRSS12, TMPRSS4, TMPRSS11E, PRSS23	87	0.560644149679268
REACTOME_PI_3K_CASCADE	2.58281030444965	0.120056392538606	3	50	427	18381	RPS6KB2, GSK3A, TRIB3	53	0.792042802537986
PID_TAP63_PATHWAY	2.58281030444965	0.120056392538606	3	50	427	18381	TFAP2C, SPATA18, GPX2	53	0.792042802537986
DH-domain	2.57361081914372	0.0787992616076752	4	67	426	18364	NGEF, ABR, VAV2, FGD1	71	0.697936317096552
REACTOME_ION_CHANNEL_TRANSPORT	2.53202920512467	0.12509173286099	3	51	427	18380	ATP8B1, ATP11A, ATP12A	54	0.796663101244464
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	2.49874123970878	0.0852858482861835	4	69	426	18362	RHOC, FGD1, ABR, NGEF	73	0.714661165410006
PID_TGFBR_PATHWAY	2.4832012250045	0.130202019102314	3	52	427	18379	PPP1R15A, BAMBI, DACT2	55	0.817470904743645
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.46291079812207	0.0886238861514609	4	70	426	18361	CACNA2D2, JUP, DMD, DAG1	74	0.715149117549904
KEGG_ACUTE_MYELOID_LEUKEMIA	2.39097059588863	0.140637364381266	3	54	427	18377	JUP, PIM2, RPS6KB2	57	0.830430151584619
UBA-like	2.39097059588863	0.140637364381266	3	54	427	18377	TNK2, HUWE1, USP28	57	0.830430151584619
PID_SHP2_PATHWAY	2.39097059588863	0.140637364381266	3	54	427	18377	IL6, IL6ST, IL6R	57	0.830430151584619
C-type_lectin-like/link	2.3710407239819	0.0685365220333699	5	91	425	18340	PLA2R1, CHODL, CLEC4D, KLRB1, KLRG2	96	0.646016919652107
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	2.36657309436407	0.0185622636434985	9	165	421	18266	ST3GAL1, GCNT1, ST6GAL1, MUC4, PRKCSH, GALNT6, PMM1, MAN1C1, FURIN	174	0.32417972382688
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	2.36130940896521	0.0990077090593576	4	73	426	18358	MMP14, PLOD3, COL17A1, FURIN	77	0.767309745210021
KEGG_INSULIN_SIGNALING_PATHWAY	2.3478292741034	0.0364210909076136	7	129	423	18302	RPTOR, SOCS4, PPP1R3B, PHKA1, RPS6KB2, PYGB, SREBF1	136	0.488239488923685
PID_FAK_PATHWAY	2.34737066212476	0.145957383689608	3	55	427	18376	MMP14, WASL, KLF8	58	0.842907734231502
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	2.32927293490674	0.102589460939459	4	74	426	18357	NGEF, PSEN2, ABR, FGD1	78	0.780991454977596
FN3_dom	2.3104103343465	0.0156998943918035	10	188	420	18243	IL6R, F3, EPHB4, FNDC4, PTPRU, VWA1, EPHA7, OSMR, MERTK, IL6ST	198	0.32417972382688
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	2.26772918211021	0.10992841115138	4	76	426	18355	PMM1, PRKCSH, MAN1C1, ST6GAL1	80	0.780991454977596
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	2.26476026130901	0.15678952786818	3	57	427	18374	PPP1R15A, F11R, FURIN	60	0.854311662343463
TRYPSIN_SER	2.2381562099872	0.113683759554779	4	77	426	18354	ST14, PRSS12, TMPRSS4, TMPRSS11E	81	0.792042802537986
Trypsin_dom	2.22365069739236	0.0839003818227914	5	97	425	18334	ST14, PRSS12, TMPRSS4, TMPRSS11E, PRSS23	102	0.714661165410006
KEGG_ECM_RECEPTOR_INTERACTION	2.20934151920067	0.117495082865423	4	78	426	18353	LAMB3, SV2C, LAMA5, DAG1	82	0.792042802537986
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	2.20934151920067	0.117495082865423	4	78	426	18353	SLC7A6, F11R, MERTK, ITGAM	82	0.792042802537986
REACTOME_PHOSPHOLIPID_METABOLISM	2.19217219568176	0.0279671436286137	9	178	421	18253	PTDSS2, PLBD1, LPIN1, CTSA, MGLL, SLC44A2, GLB1, LPCAT4, PHOSPHO1	187	0.406676754636318
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2.18125631425685	0.121361397163078	4	79	426	18352	IL6, CACNA2D2, DMD, DAG1	83	0.792042802537986
CTDL_fold	2.1784907902555	0.089393639693738	5	99	425	18332	PLA2R1, CHODL, CLEC4D, KLRB1, KLRG2	104	0.715149117549904
Tyr_kinase_cat_dom	2.15387323943662	0.125281697373121	4	80	426	18351	EPHA7, TNK2, MERTK, EPHB4	84	0.796663101244464
ST_FAS_SIGNALING_PATHWAY	2.15117096018735	0.173480445612183	3	60	427	18371	CASP10, NFKB2, CASP8	63	0.896315635662947
MFS	2.15117096018735	0.173480445612183	3	60	427	18371	SV2C, SLC16A10, MFSD7	63	0.896315635662947
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	2.12427472818881	0.0199336525420799	11	225	419	18206	SLC44A2, SLC9A1, SLC7A6, SLCO4C1, SLC16A10, SLC35A2, SLC4A2, SLC30A2, SLC15A1, SLC4A8, SLC6A6	236	0.329569722029054
MFS_dom	2.12368543148778	0.0729314143682378	6	122	424	18309	SLC45A4, MFSD7, SLCO4C1, SLC16A10, SV2C, SLC15A1	128	0.657708755029926
REACTOME_SIGNALING_BY_ERBB4	2.10111072941715	0.133280137527874	4	82	426	18349	PSEN2, RPS6KB2, GSK3A, TRIB3	86	0.826336852672819
PID_HDAC_CLASSI_PATHWAY	2.08155171111279	0.184873919213511	3	62	427	18369	SIRT2, GATA2, RANGAP1	65	0.935688407447974
PH_domain	2.06267375229306	0.0189540564334265	12	253	418	18178	DOCK9, NGEF, VAV2, FAM109B, ABR, CDC42BPG, DNM2, FGD1, AFAP1, PHLDB3, DOCK11, PHLDA3	265	0.32417972382688
Peptidase_S1_PA	2.05333333333333	0.106954110105025	5	105	425	18326	ST14, PRSS12, TMPRSS4, TMPRSS11E, PRSS23	110	0.780991454977596
PID_INTEGRIN1_PATHWAY	2.04839968774395	0.190643168618536	3	63	427	18368	CD81, LAMB3, LAMA5	66	0.953814477091894
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	2.04241913577142	0.0055228830735174	18	386	412	18045	SLC9A1, SLC44A2, SLC6A6, SLC7A6, ATP8B1, ABCC2, TCIRG1, SLCO4C1, ATP12A, SLC16A10, ATP11A, SLC4A2, ATP6V1C2, SLC15A1, SLC35A2, SLC4A8, AQP3, SLC30A2	404	0.175255936943673
NAD(P)-bd_dom	2.03635349874547	0.0517139728850909	8	170	422	18261	PGD, SMOX, FMO5, DHRS13, GALE, BST1, NNT, HPGD	178	0.560644149679268
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2.0338512763596	0.110034398270734	5	106	425	18325	MYLPF, VAV2, ITGAM, F11R, CLDN15	111	0.780991454977596
RhoGAP_dom	2.01628366510539	0.196457540651638	3	64	427	18367	ARHGAP31, ABR, ARHGAP1	67	0.953814477091894
NABA_ECM_AFFILIATED	2.00335039844692	0.0703324872201891	7	151	423	18280	ANXA3, PLXNA3, PLXNA2, CLEC4D, MUC4, ITLN2, PLXND1	158	0.646016919652107
EF-hand-dom_pair	1.99083238978779	0.0238464875123215	12	262	418	18169	LCP1, EFHD1, DMD, S100P, FKBP9, LPCAT4, PRKCSH, MYLPF, TNNC2, S100A13, NUCB1, S100A14	274	0.369620556440983
KEGG_VIRAL_MYOCARDITIS	1.98515582777878	0.202314649102933	3	65	427	18366	DMD, DAG1, CASP8	68	0.953814477091894
VWF_A	1.97981760293562	0.154147140194924	4	87	426	18344	CACNA2D2, SVEP1, ITGAM, VWA1	91	0.854311662343463
PH_dom-like	1.9643851536208	0.0079305804401779	18	401	412	18030	DOCK9, FGD1, TECPR1, VAV2, NSMAF, DOCK11, FAM109B, ABR, CDC42BPG, NF2, DNM2, TNS3, NGEF, AFAP1, PHLDB3, LDLRAP1, PHLDA3, WASL	419	0.218531549907124
SAM	1.95721297481861	0.158461034144352	4	88	426	18343	EPHA7, KAZN, EPHB4, C19orf47	92	0.854311662343463
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1.95721297481861	0.158461034144352	4	88	426	18343	RPS6KB2, VAV2, WASL, DNM2	92	0.854311662343463
REACTOME_SIGNALLING_BY_NGF	1.93888041975396	0.0519952235589644	9	201	421	18230	NGEF, PSEN2, TRIB3, GSK3A, RPS6KB2, ABR, DNM2, FGD1, FURIN	210	0.560644149679268
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	1.92615681137161	0.0820342967174484	7	157	423	18274	GRHL1, LPIN1, LPCAT4, SREBF1, MED15, TRIB3, GK	164	0.713842301260604
PID_CDC42_PATHWAY	1.92568772064735	0.214147654354107	3	67	427	18364	TNK2, VAV2, WASL	70	0.963819280047917
Tyr_kinase_AS	1.91351069379238	0.167220272108236	4	90	426	18341	EPHA7, TNK2, MERTK, EPHB4	94	0.882353776230693
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	1.89726546356247	0.22011890697113	3	68	427	18363	KLF4, MED15, SREBF1	71	0.966185644758236
REACTOME_SIGNALING_BY_SCF_KIT	1.84285714285714	0.232159514411922	3	70	427	18361	RPS6KB2, GSK3A, TRIB3	73	1
Protein_kinase_ATP_BS	1.83514958711249	0.023737121663874	15	356	415	18075	MAP4K1, TNK2, ULK1, ACVR1, SGK1, EPHB4, EPHA7, GSK3A, MAP3K6, RPS6KB2, CDC42BPG, RIPK4, MERTK, PIM2, DAPK2	371	0.369620556440983
PID_AVB3_INTEGRIN_PATHWAY	1.81680245406867	0.238224400117915	3	71	427	18360	F11R, CASP8, COL17A1	74	1
KEGG_AXON_GUIDANCE	1.79519607843137	0.157411574356027	5	120	425	18311	EPHA7, PLXNA3, NGEF, EPHB4, PLXNA2	125	0.854311662343463
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	1.7896222741433	0.31619207776733	2	48	428	18383	ARRB1, DNM2	50	1
REACTOME_CIRCADIAN_CLOCK	1.7896222741433	0.31619207776733	2	48	428	18383	BHLHE40, SREBF1	50	1
REACTOME_PROTEIN_FOLDING	1.7896222741433	0.31619207776733	2	48	428	18383	TBCD, FKBP9	50	1
RmlC-like_jellyroll	1.7896222741433	0.31619207776733	2	48	428	18383	ADI1, CNNM4	50	1
KEGG_ARGININE_AND_PROLINE_METABOLISM	1.7896222741433	0.31619207776733	2	48	428	18383	PRODH, OAT	50	1
DnaJ_domain	1.7896222741433	0.31619207776733	2	48	428	18383	DNAJC22, DNAJB4	50	1
REACTOME_APOPTOTIC_EXECUTION_PHASE	1.7896222741433	0.31619207776733	2	48	428	18383	PLEC, CASP8	50	1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1.77474468805963	0.199135893917073	4	97	426	18334	DOCK6, DOCK9, GATA2, KIF9	101	0.953814477091894
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	1.75653923541247	0.203839384217219	4	98	426	18333	RPTOR, TCIRG1, ATP6V1C2, TRIB3	102	0.953814477091894
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	1.75653923541247	0.203839384217219	4	98	426	18333	MED15, SREBF1, GRHL1, TRIB3	102	0.953814477091894
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1.75300400534045	0.324599078164334	2	49	428	18382	IRF6, MX1	51	1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1.74286347237167	0.256571238901932	3	74	427	18357	LAMA5, F11R, ITGAM	77	1
REACTOME_SIGNALING_BY_ILS	1.73870156968749	0.208575355756993	4	99	426	18332	IL6, NFKB2, IL6R, IL6ST	103	0.95790163384693
Mitochondrial_sb/sol_carrier	1.71785046728972	0.332979101060823	2	50	428	18381	SLC25A16, SLC25A44	52	1
Mt_carrier_dom	1.71785046728972	0.332979101060823	2	50	428	18381	SLC25A16, SLC25A44	52	1
WW_dom	1.71785046728972	0.332979101060823	2	50	428	18381	DMD, PQBP1	52	1
PID_ERBB1_DOWNSTREAM_PATHWAY	1.7040859015479	0.218140007158376	4	101	426	18330	WASL, VAV2, SLC9A1, MYLPF	105	0.96604860312995
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.69681375570073	0.268908161771092	3	76	427	18355	IL6, ITGAM, IL6R	79	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.69559981472904	0.183768249360757	5	127	425	18304	IL6, SOCS4, IL6R, OSMR, IL6ST	132	0.935688407447974
C2_dom	1.6905290418054	0.156286235297678	6	153	424	18278	RAB11FIP1, C2CD4C, DYSF, ABR, TNS3, MYOF	159	0.854311662343463
Growth_fac_rcpt_	1.65619909502262	0.195532027899197	5	130	425	18301	SCUBE2, EPHA7, SVEP1, EPHB4, FURIN	135	0.953814477091894
REACTOME_COLLAGEN_FORMATION	1.65159956865564	0.349645829602342	2	52	428	18379	PLOD3, COL17A1	54	1
REACTOME_METABOLISM_OF_PROTEINS	1.64612997444323	0.0506698139509834	15	396	415	18035	ST3GAL1, EIF3C, GCNT1, ST6GAL1, EIF2B5, SEC61A1, TBCD, MUC4, PRKCSH, LDHD, GALNT6, PMM1, FKBP9, MAN1C1, FURIN	411	0.560644149679268
Ser/Thr_kinase_AS	1.6365261750691	0.0864509474286297	11	291	419	18140	ULK1, ACVR1, SGK1, MAP3K6, GSK3A, RPS6KB2, MAST2, CDC42BPG, RIPK4, PIM2, DAPK2	302	0.714661165410006
Znf_B-box	1.63211098923902	0.287531420351141	3	79	427	18352	TRIM28, TRIM38, TRIML2	82	1
Prot_kinase_dom	1.62622462283479	0.0435402380617565	17	455	413	17976	MAP4K1, TNK2, ULK1, ACVR1, SGK1, EPHB4, GSK3A, DAPK2, MAP3K6, RPS6KB2, MAST2, CDC42BPG, RIPK4, MERTK, TRIB3, PIM2, NRBP2	472	0.514189478062648
SH3_2	1.62034914477165	0.357926728095015	2	53	428	18378	VAV2, SH3D21	55	1
Sushi_SCR_CCP_dom	1.62034914477165	0.357926728095015	2	53	428	18378	SUSD2, SVEP1	55	1
EF_hand_dom	1.60617215915353	0.138653425282099	8	215	422	18216	EFHD1, S100P, PRKCSH, MYLPF, TNNC2, LCP1, NUCB1, FKBP9	223	0.830430151584619
REACTOME_APOPTOSIS	1.59442265795207	0.215693427591369	5	135	425	18296	CASP10, CFLAR, PLEC, DAPK2, CASP8	140	0.963819280047917
Ser-Thr/Tyr_kinase_cat_dom	1.59442265795207	0.215693427591369	5	135	425	18296	EPHA7, TNK2, MERTK, EPHB4, NRBP2	140	0.963819280047917
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1.59025614399446	0.366169024097661	2	54	428	18377	CD81, PVR	56	1
SDR_fam	1.59025614399446	0.366169024097661	2	54	428	18377	DHRS13, HPGD	56	1
FAD/NAD-binding_dom	1.59025614399446	0.366169024097661	2	54	428	18377	SMOX, FMO5	56	1
KEGG_ARACHIDONIC_ACID_METABOLISM	1.59025614399446	0.366169024097661	2	54	428	18377	ALOX5, GPX2	56	1
REACTOME_INNATE_IMMUNE_SYSTEM	1.58380799165181	0.146149324886914	8	218	422	18213	OTUD5, AGER, CASP8, CASP10, PRKCSH, DNM2, RNF125, NFKB2	226	0.842907734231502
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	1.57656621424737	0.0602857719412222	16	441	414	17990	PTDSS2, GRHL1, PLBD1, LPIN1, CTSA, LCAT, MGLL, SLC44A2, GLB1, LPCAT4, SREBF1, MED15, PHOSPHO1, TRIB3, GK, LDLRAP1	457	0.604161414310008
BIOCARTA_MAPK_PATHWAY	1.57214257154281	0.306249710511387	3	82	427	18349	MAP4K1, MAP3K6, RPS6KB2	85	1
KEGG_APOPTOSIS	1.57214257154281	0.306249710511387	3	82	427	18349	CASP10, CFLAR, CASP8	85	1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	1.56125743415463	0.37437017535995	2	55	428	18376	ARRB1, DNM2	57	1
PID_NOTCH_PATHWAY	1.56125743415463	0.37437017535995	2	55	428	18376	MFAP5, FURIN	57	1
PID_P53_REGULATION_PATHWAY	1.56125743415463	0.37437017535995	2	55	428	18376	HUWE1, TRIM28	57	1
KEGG_OXIDATIVE_PHOSPHORYLATION	1.54971873281732	0.267512144971172	4	111	426	18320	TCIRG1, ATP6V1C2, ATP6AP1, ATP12A	115	1
EF_Hand_1_Ca_BS	1.53832547169811	0.207091694214386	6	168	424	18263	PRKCSH, MYLPF, TNNC2, LCP1, NUCB1, FKBP9	174	0.95790163384693
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	1.53454332552693	0.318756817422337	3	84	427	18347	SLC44A2, SLC6A6, SLC30A2	87	1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	1.53454332552693	0.318756817422337	3	84	427	18347	CTSA, DCTN5, DNM2	87	1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.53329439252336	0.382527775065794	2	56	428	18375	IL6, CASP8	58	1
REACTOME_SIGNALING_BY_PDGF	1.52212389380531	0.277631627364223	4	113	426	18318	RPS6KB2, TRIB3, GSK3A, FURIN	117	1
PID_AR_PATHWAY	1.50631251024758	0.390639546990765	2	57	428	18374	CTDSP1, CASP8	59	1
REACTOME_HEMOSTASIS	1.5016779322163	0.0987860113537981	14	404	416	18027	F3, DOCK9, KIF9, SLC7A6, DOCK6, GNA11, MGLL, ORAI1, ITGAM, MERTK, ARRB1, DAGLB, GATA2, F11R	418	0.767309745210021
SH3_domain	1.49337593333801	0.201335287736874	7	202	423	18229	TNK2, NGEF, VAV2, SH3D21, LASP1, SH3PXD2A, BIN1	209	0.953814477091894
KEGG_DILATED_CARDIOMYOPATHY	1.48138577081483	0.337525102337403	3	87	427	18344	CACNA2D2, DMD, DAG1	90	1
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	1.48138577081483	0.337525102337403	3	87	427	18344	RPS6KB2, GSK3A, TRIB3	90	1
Tyr_Pase_cat	1.48026103770545	0.398703340741465	2	58	428	18373	TNS3, PTPRU	60	1
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	1.46976445567995	0.298043741641776	4	117	426	18314	RPS6KB2, ORAI1, GSK3A, TRIB3	121	1
SPRY_dom	1.46447200340643	0.343776623778147	3	88	427	18343	SPSB2, TRIM38, TRIML2	91	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.45509266592745	0.406717127392997	2	59	428	18372	ENO2, PFKL	61	1
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	1.45509266592745	0.406717127392997	2	59	428	18372	BTLA, TRIB3	61	1
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1.4479383206589	0.350023216676763	3	89	427	18342	RPS6KB2, GSK3A, TRIB3	92	1
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	1.4479383206589	0.350023216676763	3	89	427	18342	VPS37C, RANGAP1, TCEA1	92	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.44490472245236	0.308319059059841	4	119	426	18312	PVR, ITGAM, F11R, CLDN15	123	1
REACTOME_SPHINGOLIPID_METABOLISM	1.43076323987539	0.414678994928736	2	60	428	18371	CTSA, GLB1	62	1
PID_ENDOTHELIN_PATHWAY	1.4072314999234	0.422587144096557	2	61	428	18370	SLC9A1, GNA11	63	1
REACTOME_SIGNALING_BY_NOTCH	1.40049383973119	0.368718332587619	3	92	427	18339	PSEN2, ARRB1, FURIN	95	1
KEGG_PYRIMIDINE_METABOLISM	1.40049383973119	0.368718332587619	3	92	427	18339	ENTPD6, CANT1, UCKL1	95	1
B30.2/SPRY	1.40049383973119	0.368718332587619	3	92	427	18339	SPSB2, TRIM38, TRIML2	95	1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	1.40049383973119	0.368718332587619	3	92	427	18339	RPS6KB2, GSK3A, TRIB3	95	1
Peptidase_S1A	1.40049383973119	0.368718332587619	3	92	427	18339	PRSS12, TMPRSS4, TMPRSS11E	95	1
