gene	SSR	ens_Id	PGC_specific_score
ADRA2A	1.89447049952928	ENSG00000150594	-0.277487846881322
ADRA2B	2.21730710713174	ENSG00000274286	-0.345825849043999
ADRA2C	0.700414765094887	ENSG00000184160	0.154644707346379
ADRB1	2.22802263624638	ENSG00000043591	-0.347919598865674
ADRB2	3.11037781881708	ENSG00000169252	-0.492813146152658
ADRB3	1.22348551500375	ENSG00000188778	-0.0875988320521904
ADRBK1	2.50756978994136	ENSG00000173020	-0.39925302901634
ADRBK2	1.91678233188367	ENSG00000100077	-0.282572797578586
ADRM1	2.32086212780947	ENSG00000130706	-0.365649341701055
ADSL	3.31442218750365	ENSG00000239900	-0.520407827567015
ADSS	3.22300800691394	ENSG00000035687	-0.508261384430802
ADSSL1	2.30123346779735	ENSG00000185100	-0.361960681525033
ADTRP	0.405753492753901	ENSG00000111863	0.391737733048946
AEBP1	0.301472762890664	ENSG00000106624	0.520751918882451
AEBP2	2.01135180472408	ENSG00000139154	-0.303488039511536
AEN	1.01872190084907	ENSG00000181026	-0.00805564287736437
AES	4.3235865055744	ENSG00000104964	-0.635844152687789
AF131216.1	2.81906057468244	ENSG00000280273	-0.450104407892775
AF165138.7	2.85576000212071	ENSG00000243440	-0.45572170655853
AFAP1	0.0394989814593801	ENSG00000196526	1.40341410316529
AFAP1L1	1.78231682804959	ENSG00000157510	-0.25098490758144
AFAP1L2	2.60063092766214	ENSG00000169129	-0.415078723032921
AFF1	1.2430385274187	ENSG00000172493	-0.0944845896119084
AFF2	0.262045272196497	ENSG00000155966	0.581623671403079
AFF2	0.262045272196497	ENSG00000281817	0.581623671403079
AFF3	2.43202539830259	ENSG00000144218	-0.385968106079755
AFF4	0.0610222882706834	ENSG00000072364	1.21451151080869
AFG3L2	2.92358455641323	ENSG00000141385	-0.465915659094331
AFMID	1.96538467037131	ENSG00000183077	-0.2934475643144
AFP	2.29053456459419	ENSG00000081051	-0.359936849746358
AFTPH	2.5520207651083	ENSG00000119844	-0.406884203801186
AGA	2.81856708637796	ENSG00000038002	-0.45002837617839
AGAP1	2.09818663098658	ENSG00000157985	-0.321844115508038
AGAP10	2.52436881515224	ENSG00000204172	-0.402152806469084
AGAP2	3.28920385756376	ENSG00000135439	-0.517090790926072
AGAP3	2.21275869251427	ENSG00000133612	-0.344934055489132
AGAP4	1.89848564601113	ENSG00000188234	-0.278407317893131
AGAP6	2.18408734134728	ENSG00000204149	-0.339270001755552
AGBL2	2.40764144911089	ENSG00000165923	-0.381591811378615
AGBL3	2.34309152475223	ENSG00000146856	-0.369789253137517
AGBL4	2.01706104099713	ENSG00000186094	-0.304719041181083
AGBL5	2.64973672481099	ENSG00000084693	-0.423202725015328
AGER	0.640031507234063	ENSG00000204305	0.193798646201914
AGFG1	2.39500337538077	ENSG00000173744	-0.379306129820815
AGFG2	2.08292683225417	ENSG00000106351	-0.318674014591831
AGGF1	2.29154759915936	ENSG00000164252	-0.36012888267509
AGK	2.45628515891736	ENSG00000006530	-0.390278784193605
AGL	0.147531229202828	ENSG00000162688	0.83111603911024
AGMAT	3.67496842265704	ENSG00000116771	-0.565253611740018
AGMO	2.16064987555577	ENSG00000187546	-0.334584396946378
AGO1	3.23751216013657	ENSG00000092847	-0.510211408307931
AGO2	1.62873198347201	ENSG00000123908	-0.211849624716365
AGO3	2.8268323956965	ENSG00000126070	-0.45130005971627
AGO4	2.54517769714296	ENSG00000134698	-0.405718108949625
AGPAT1	3.04505343907372	ENSG00000204310	-0.483594918673718
AGPAT2	1.94814190237792	ENSG00000169692	-0.28962058764279
AGPAT3	3.06884809579339	ENSG00000160216	-0.486975391921093
AGPAT4	0.261388932310454	ENSG00000026652	0.58271280519563
AGPAT5	2.90100442013814	ENSG00000155189	-0.462548390519362
AGPAT6	0.428509090400113	ENSG00000158669	0.368039960511538
AGPAT9	3.08098826426447	ENSG00000138678	-0.488690044056996
AGPS	3.39579446361099	ENSG00000018510	-0.530941395935599
AGR2	1.08719873381407	ENSG00000106541	-0.0363089379316826
AGRN	2.30258311711821	ENSG00000188157	-0.36221531602601
AGTPBP1	2.60557792368679	ENSG00000135049	-0.415904065920026
AGTR1	2.10523584704348	ENSG00000144891	-0.323300756386391
AGTRAP	1.87398296983494	ENSG00000177674	-0.272765639838676
AHCTF1	3.13136112235708	ENSG00000153207	-0.495733155257689
AHCY	2.33487164902478	ENSG00000101444	-0.368263011817606
AHCYL1	1.58124257154957	ENSG00000168710	-0.198998498271602
AHCYL2	1.23827276683389	ENSG00000158467	-0.0928163216489876
AHDC1	3.01973507843174	ENSG00000126705	-0.479968843943267
AHI1	2.3452056691847	ENSG00000135541	-0.370180935356123
AHNAK	0.645307896078282	ENSG00000124942	0.190233020771929
AHNAK2	2.20877121905316	ENSG00000185567	-0.344150734681627
AHR	2.37820073093311	ENSG00000106546	-0.37624850825469
AHRR	2.23055831271925	ENSG00000063438	-0.348413581337404
AHSA1	2.280858502399	ENSG00000100591	-0.358098343788961
AHSA2	2.77919879908372	ENSG00000173209	-0.443919613440593
AHSP	2.92149638800671	ENSG00000169877	-0.465605353706452
AICDA	1.10191716463221	ENSG00000111732	-0.0421489481498027
AIDA	2.17490180466098	ENSG00000186063	-0.337439653632457
AIF1	2.3452541688399	ENSG00000204472	-0.370189916621652
AIF1L	2.16626523203727	ENSG00000126878	-0.33571162946299
AIFM1	2.6335431593927	ENSG00000156709	-0.420540440116131
AIFM2	1.98969897334812	ENSG00000042286	-0.298787375855497
AIFM3	2.52944558482921	ENSG00000183773	-0.403025341003886
AIG1	1.48549698215416	ENSG00000146416	-0.171871773854172
AIM1	1.3183939697236	ENSG00000112297	-0.120045207913602
AIM1L	2.57135072388	ENSG00000176092	-0.410161317038614
AIM2	1.85241488110171	ENSG00000163568	-0.267738261176529
AIMP1	2.81536912005347	ENSG00000164022	-0.449535342808358
AIMP2	2.48975012285676	ENSG00000106305	-0.396155762473264
AIP	1.80033148797437	ENSG00000110711	-0.255352477405286
AIPL1	1.78745417431986	ENSG00000129221	-0.252234916433886
AIRE	0.182270452158172	ENSG00000160224	0.73928372906711
AJAP1	0.372326082563005	ENSG00000196581	0.429076539079985
AJUBA	1.41301032782136	ENSG00000129474	-0.150145336158138
AK1	3.65743097461007	ENSG00000106992	-0.563176138589875
AK2	2.17599595542399	ENSG00000004455	-0.337658083793296
AK3	1.48261637709679	ENSG00000147853	-0.17102879306313
AK4	1.73145166937901	ENSG00000162433	-0.238410373439653
AK5	2.34791990513778	ENSG00000154027	-0.370683277690572
AK7	2.22831312653286	ENSG00000140057	-0.347976218624758
AK8	2.20093414183862	ENSG00000165695	-0.342607047431133
AK9	2.5535193101637	ENSG00000155085	-0.407139146415498
AKAP1	1.03836583179489	ENSG00000121057	-0.0163503889063351
AKAP10	1.65929708362932	ENSG00000108599	-0.219924149876103
AKAP11	2.36079830466641	ENSG00000023516	-0.373058884616994
AKAP12	0.257618508421392	ENSG00000131016	0.589022938608319
AKAP13	2.7125294648308	ENSG00000170776	-0.433374464402734
AKAP14	2.24350453249231	ENSG00000186471	-0.350926951263525
AKAP2	2.05745327770856	ENSG00000241978	-0.313329981690505
AKAP3	1.93890838559431	ENSG00000111254	-0.287557288928714
AKAP5	0.982312709792931	ENSG00000179841	0.00775023673585424
AKAP6	1.97982528689834	ENSG00000151320	-0.296626866885868
AKAP7	2.4277542164047	ENSG00000118507	-0.385204717056329
AKAP8	1.98686322938381	ENSG00000105127	-0.298167972410127
AKAP8L	2.07601102070333	ENSG00000011243	-0.317229654676391
AKAP9	1.86616281220168	ENSG00000127914	-0.270949530812534
AKIP1	3.13783261706143	ENSG00000166452	-0.496629773086031
AKIRIN1	2.39239475370889	ENSG00000174574	-0.378832841375174
AKIRIN2	0.888507057145093	ENSG00000135334	0.051339118374155
AKNA	0.703450079244804	ENSG00000106948	0.152766717103115
AKR1A1	2.21032733026614	ENSG00000117448	-0.344456593685864
AKR1B1	3.5899370444076	ENSG00000085662	-0.555086832559901
AKR1C1	1.90564817848505	ENSG00000187134	-0.280042724085023
AKR1C3	1.72710083067067	ENSG00000196139	-0.23731769305419
AKR1E2	2.20163471997373	ENSG00000165568	-0.342745265471708
AKR7A2	2.02067412398968	ENSG00000053371	-0.305496280084092
AKR7A3	1.98425051612722	ENSG00000162482	-0.29759650194286
AKT1	2.34413048869642	ENSG00000142208	-0.369981783516472
AKT1S1	1.67011704629804	ENSG00000204673	-0.222746908740446
AKT2	2.16268496138494	ENSG00000105221	-0.334993260309696
AKT3	2.46435307408862	ENSG00000117020	-0.391702930417426
